ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,EC_Diagnosis_01,pats,attends
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,13746004,153,174
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,13746004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,13746004,158,166
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,13746004,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,13746004,115,121
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,13746004,137,148
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,13746004,126,138
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,17226007,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,17226007,6,6
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,17226007,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,17226007,8,8
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,17226007,7,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,17226007,5,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,191714002,409,535
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,191714002,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,191714002,341,429
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,191714002,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,191714002,409,517
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,191714002,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,191714002,418,508
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,191714002,406,521
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,191736004,3,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,191736004,10,10
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,191736004,9,11
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,197480006,3825,4172
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,197480006,208,221
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,197480006,191,198
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,197480006,22,22
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,197480006,4258,4876
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,197480006,258,269
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,197480006,12,12
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,197480006,4316,4766
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,197480006,362,384
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,197480006,3195,3490
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,197480006,3,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,197480006,251,259
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,5,197480006,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,197480006,133,141
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,197480006,304,338
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,197480006,3186,3544
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,30077003,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,30077003,222,231
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,30077003,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,30077003,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,30077003,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,30077003,109,116
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,30077003,140,141
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,30077003,16,16
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,30077003,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,30077003,68,68
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,30077003,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,30077003,51,51
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,30077003,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,33449004,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,33449004,474,521
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,33449004,366,416
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,33449004,392,427
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,33449004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,33449004,375,397
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,33449004,278,304
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,35489007,42,44
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,35489007,35,35
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,5,35489007,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,35489007,4740,5722
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,35489007,50,50
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,35489007,5,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,35489007,4101,5067
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,35489007,48,48
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,5,35489007,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,35489007,4182,5234
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,35489007,38,39
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,35489007,3515,4355
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,35489007,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,35489007,56,58
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,35489007,3858,4856
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,35489007,2,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,371631005,30,30
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,371631005,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,371631005,3,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,371631005,172,179
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,371631005,236,245
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,371631005,3,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,37941009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,397923000,33,34
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,397923000,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,397923000,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,397923000,26,29
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,397923000,28,30
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,397923000,11,11
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,397923000,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,397923000,20,20
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,44376007,13,14
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,44376007,7,8
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,44376007,11,11
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,44376007,10,10
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,44376007,12,12
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,44376007,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,50705009,7,8
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,50705009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,50705009,7,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,50705009,8,9
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,50705009,5,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,50705009,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,50705009,5,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,50705009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,50705009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,50705009,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,52072009,21,21
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,52072009,3,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,52072009,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,52072009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,52072009,34,34
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,52072009,28,28
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,52072009,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,52072009,6,6
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,52072009,36,37
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,52072009,28,28
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,52072009,3,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,568005,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,56882008,7,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,58214004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,58214004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,58214004,155,173
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,58214004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,58214004,177,204
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,58214004,160,170
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,58214004,131,144
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,58214004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,58214004,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,58214004,167,175
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,68618008,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,69322001,12,12
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,69322001,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,69322001,1546,1828
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,69322001,952,1082
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,69322001,6,6
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,69322001,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,69322001,780,856
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,69322001,5,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,69322001,662,743
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,69322001,7,8
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,69322001,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,69322001,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,69322001,7,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,69322001,721,784
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,72366004,47,52
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,72366004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,72366004,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,72366004,85,102
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,72366004,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,72366004,104,109
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,72366004,90,103
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,72366004,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,72366004,4,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,72366004,123,145
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,735541006,2,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,77675002,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,13746004,61,67
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,13746004,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,13746004,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,13746004,42,47
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,13746004,44,49
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,13746004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,13746004,52,59
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,13746004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,13746004,53,54
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,13746004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,17226007,21,21
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,17226007,13,13
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,17226007,18,21
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,17226007,16,18
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,17226007,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,17226007,14,14
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,191714002,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,191714002,197,288
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,191714002,144,171
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,191714002,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,191714002,198,287
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,191714002,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,191714002,166,214
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,191714002,178,251
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,191736004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,191736004,6,6
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,191736004,9,10
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,191736004,1,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,197480006,1377,1475
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,197480006,191,199
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,197480006,1362,1503
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,197480006,118,125
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,197480006,196,200
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,4,197480006,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,197480006,1475,1606
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,5,197480006,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,197480006,1137,1254
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,197480006,252,273
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,197480006,255,290
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,197480006,1185,1325
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,5,197480006,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,30077003,9,9
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,30077003,7,7
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,30077003,7,7
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,30077003,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,30077003,9,10
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,30077003,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,30077003,13,13
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,33449004,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,33449004,123,144
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,33449004,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,33449004,102,120
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,33449004,3,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,33449004,117,133
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,33449004,109,141
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,33449004,3,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,33449004,110,128
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,33449004,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,4,35489007,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,35489007,1398,1671
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,35489007,34,36
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,35489007,14,14
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,35489007,1073,1278
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,35489007,1248,1477
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,4,35489007,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,35489007,24,24
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,35489007,33,36
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,35489007,1109,1388
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,35489007,1144,1362
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,35489007,42,45
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,371631005,200,206
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,371631005,37,38
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,371631005,60,61
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,5,371631005,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,371631005,223,227
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,397923000,15,17
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,397923000,13,13
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,397923000,14,15
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,397923000,10,11
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,397923000,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,397923000,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,397923000,15,15
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,44376007,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,44376007,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,44376007,9,9
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,44376007,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,44376007,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,44376007,7,7
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,50705009,3,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,50705009,3,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,50705009,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,50705009,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,50705009,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,52072009,6,6
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,52072009,13,13
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,52072009,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,52072009,10,10
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,52072009,19,19
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,52072009,3,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,5,52072009,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,52072009,25,25
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,52072009,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,52072009,29,29
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,52072009,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,58214004,55,59
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,58214004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,58214004,59,66
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,58214004,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,58214004,50,52
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,58214004,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,58214004,35,36
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,58214004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,58214004,53,64
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,69322001,232,250
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,69322001,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,69322001,198,221
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,69322001,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,69322001,3,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,69322001,162,174
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,69322001,184,199
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,69322001,1,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,69322001,205,231
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,69322001,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,72366004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,72366004,23,28
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,72366004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,72366004,36,37
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,72366004,2,2
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,72366004,59,70
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,72366004,4,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,72366004,46,49
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,72366004,9,10
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,72366004,50,55
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,13746004,34,38
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,13746004,48,50
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,13746004,44,45
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,13746004,25,27
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,13746004,1,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,13746004,19,20
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,17226007,11,11
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,17226007,10,10
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,17226007,9,9
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,17226007,19,19
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,17226007,1,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,17226007,7,7
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,191714002,85,103
