ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,mh_snomed,mhsds_flag,attends,left_b4_completion
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,0,0,189735,11358
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,4,0,1,17,1
E54000062,NHS Black Country Integrated Care Board,2020/21,1,1,1,3887,96
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,0,1,2223,47
E54000034,NHS Frimley Integrated Care Board,2020/21,5,0,1,4429,0
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,3,1,1,521,11
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,3,1,1,3,0
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,3,0,1,12641,882
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,4,1,0,18,1
E54000038,NHS Somerset Integrated Care Board,2019/20,4,0,0,100,4
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,3,0,0,44445,673
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,4,0,0,20,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,4,1,0,1,0
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,4,0,1,17951,939
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,5,0,0,15,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,1,1,662,10
E54000029,NHS North East London Integrated Care Board,2020/21,1,1,0,1003,9
E54000028,NHS North Central London Integrated Care Board,2019/20,1,1,1,2595,38
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,4,1,0,1,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,5,1,0,1,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,0,1,119963,8405
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,0,0,113069,6127
E54000029,NHS North East London Integrated Care Board,2022/23,3,1,0,557,7
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,1,0,214,4
E54000027,NHS North West London Integrated Care Board,2021/22,1,0,0,342257,12377
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,0,0,52677,1739
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,3,1,0,192,0
E54000031,NHS South West London Integrated Care Board,2023/24,1,1,0,700,4
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,4,0,1,37,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,0,1,16199,725
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,5,0,0,3,0
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,4,1,0,59,0
E54000038,NHS Somerset Integrated Care Board,2021/22,5,0,1,2,0
E54000029,NHS North East London Integrated Care Board,2022/23,3,0,0,169794,10994
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,1,1,0,133,2
E54000064,NHS Sussex Integrated Care Board,2021/22,5,0,1,9,0
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,1,1,250,12
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,1,0,10,0
E54000037,NHS Devon Integrated Care Board,2021/22,3,0,0,61143,1573
E54000027,NHS North West London Integrated Care Board,2020/21,4,1,0,11,0
E54000027,NHS North West London Integrated Care Board,2023/24,5,0,1,6985,233
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,1,0,1,71663,5725
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,5,0,1,337,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,5,0,1,3,0
E54000034,NHS Frimley Integrated Care Board,2021/22,1,1,1,1995,32
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,1,1,16,0
E54000034,NHS Frimley Integrated Care Board,2020/21,3,1,0,5,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,4,0,1,56,3
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,0,0,123056,1160
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,1,1,1,5291,143
E54000062,NHS Black Country Integrated Care Board,2020/21,5,0,1,1,0
E54000038,NHS Somerset Integrated Care Board,2023/24,1,1,0,265,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,4,0,0,89524,9372
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,4,0,1,19382,2274
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,5,0,1,8,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,5,0,0,272,2
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,5,0,1,13,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,1,0,21,0
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,4,0,0,424,10
E54000027,NHS North West London Integrated Care Board,2019/20,3,0,1,70947,2576
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,4,0,0,241,3
E54000037,NHS Devon Integrated Care Board,2021/22,3,1,1,80,2
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,1,0,2463,56
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,5,0,0,5,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,4,0,1,34,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,4,0,1,42,3
E54000034,NHS Frimley Integrated Care Board,2023/24,4,0,1,519,2
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,4,0,0,734,51
E54000028,NHS North Central London Integrated Care Board,2023/24,3,1,0,678,1
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,1,1,1,8985,547
E54000062,NHS Black Country Integrated Care Board,2023/24,1,1,0,880,15
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,5,0,1,9,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,0,0,157782,6664
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,0,1,60306,828
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,4,0,0,199,5
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,5,1,1,1,0
E54000031,NHS South West London Integrated Care Board,2021/22,1,0,0,306973,5456
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,3,1,0,216,3
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,3,0,0,25150,652
E54000029,NHS North East London Integrated Care Board,2019/20,3,1,0,533,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,0,0,44847,1297
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,3,1,1,187,0
E54000064,NHS Sussex Integrated Care Board,2019/20,1,1,0,1328,24
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,0,0,502830,15847
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,0,1,65276,2061
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,4,1,1,2,0
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,0,1,39362,3748
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,5,0,1,67,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,3,0,0,5364,205
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,0,0,649095,43456
E54000028,NHS North Central London Integrated Care Board,2023/24,3,0,1,34421,3594
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,4,1,1,65,0
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,3,0,0,47056,731
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,0,1,38,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,0,0,62650,839
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,3,1,1,305,4
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,5,0,0,9,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,4,0,0,80,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,5,1,1,7,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,4,0,1,99,2
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,5,0,1,7955,54
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,0,1,137448,15366
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,5,0,0,822,3
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,0,1,29361,1219
E54000064,NHS Sussex Integrated Care Board,2021/22,1,0,0,274062,10506
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,3,0,0,77042,1623
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,4,0,0,47,0
E54000041,NHS Dorset Integrated Care Board,2020/21,1,0,0,109148,1206
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,4,0,1,10,0
E54000062,NHS Black Country Integrated Care Board,2021/22,5,0,0,17,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,0,1,5625,90
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,1,1,2647,80
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,5,1,0,14,0
E54000038,NHS Somerset Integrated Care Board,2023/24,1,1,1,469,11
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,1,1,6195,172
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,5,0,1,17,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,4,0,1,26,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,0,0,141619,2679
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,5,1,0,15,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,1,0,1,125967,4927
E54000029,NHS North East London Integrated Care Board,2019/20,5,0,1,9,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,5,1,0,9,0
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,1,0,183,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,4,0,1,7615,3
E54000030,NHS South East London Integrated Care Board,2021/22,3,0,1,31285,3413
E54000038,NHS Somerset Integrated Care Board,2022/23,1,0,0,105143,2795
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,5,1,1,12,0
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,0,1,54888,1036
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,0,0,8221,71
E54000038,NHS Somerset Integrated Care Board,2021/22,4,0,0,63,1
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,3,1,1,209,1
E54000029,NHS North East London Integrated Care Board,2021/22,4,1,1,4,0
E54000064,NHS Sussex Integrated Care Board,2022/23,4,1,0,1,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,4,1,0,1,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,0,0,140305,4982
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,0,1,3959,57
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,4,0,1,19,0
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,4,0,0,95,3
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,3,0,1,5949,244
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,4,1,1,6,1
E54000027,NHS North West London Integrated Care Board,2021/22,3,0,0,210459,13276
E54000031,NHS South West London Integrated Care Board,2023/24,3,0,1,19199,1154
E54000041,NHS Dorset Integrated Care Board,2022/23,4,0,1,48,2
E54000038,NHS Somerset Integrated Care Board,2021/22,3,1,1,108,1
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,1,0,17,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,5,0,0,3,0
E54000064,NHS Sussex Integrated Care Board,2019/20,4,0,0,587,15
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,1,0,1,29327,1904
E54000038,NHS Somerset Integrated Care Board,2023/24,1,0,1,44148,1633
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,3,1,0,107,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,4,0,0,179,7
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,0,1,141065,16084
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,3,0,0,85811,5108
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,3,1,1,227,8
E54000031,NHS South West London Integrated Care Board,2021/22,5,1,0,6,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,0,1,27215,847
E54000041,NHS Dorset Integrated Care Board,2021/22,5,0,0,22,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,4,0,0,72,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,1,1,1575,40
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,5,0,1,20,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,0,1,1988,95
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,3,1,1,45,6
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,3,1,1,32,0
E54000030,NHS South East London Integrated Care Board,2022/23,3,1,0,399,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,1,0,168,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,0,1,17301,521
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,1,1,3062,172
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,1,0,25,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,1,0,625,10
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,0,1,63901,1931
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,4,1,1,111,2
E54000031,NHS South West London Integrated Care Board,2022/23,5,1,0,16,0
E54000028,NHS North Central London Integrated Care Board,2021/22,1,1,1,3569,86
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,1,1,0,1292,21
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,4,0,0,55587,2220
E54000027,NHS North West London Integrated Care Board,2021/22,5,0,1,3697,60
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,4,0,1,10,0
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,4,1,0,1,0
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,0,1,214517,17586
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,4,0,0,286,28
E54000041,NHS Dorset Integrated Care Board,2020/21,4,0,1,19,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,1,0,267,2
E54000030,NHS South East London Integrated Care Board,2021/22,1,0,1,138958,7785
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,0,0,56231,1617
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,5,0,0,232,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,1,0,513,1
E54000028,NHS North Central London Integrated Care Board,2022/23,4,0,1,8839,326
E54000031,NHS South West London Integrated Care Board,2021/22,3,0,1,23857,797
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,1,1,54,3
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,1,1,2562,43
E54000038,NHS Somerset Integrated Care Board,2020/21,3,1,0,86,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,4,0,0,18917,428
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,0,1,102755,5872
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,1,1,0,1086,14
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,5,0,0,3,0
E54000064,NHS Sussex Integrated Care Board,2023/24,5,1,1,1,0
E54000031,NHS South West London Integrated Care Board,2021/22,3,0,0,108414,2587
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,0,0,180124,14876
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,3,1,0,48,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,0,1,119150,7391
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,5,0,1,196,5
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,0,1,79833,5786
E54000034,NHS Frimley Integrated Care Board,2019/20,3,0,1,661,28
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,4,0,1,37,4
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,3,1,0,69,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,4,1,1,1,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,1,1,1933,27
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,3,0,1,4894,76
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,4,0,0,213,6
E54000030,NHS South East London Integrated Care Board,2021/22,3,1,1,655,15
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,3,0,0,42605,326
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,5,0,0,202,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,4,0,0,214,12
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,0,0,51346,1294
E54000030,NHS South East London Integrated Care Board,2023/24,4,0,1,192,14
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,1,0,178,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,4,0,1,72,4
E54000031,NHS South West London Integrated Care Board,2021/22,5,0,0,1939,11
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,4,0,0,145,5
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,1,0,527,4
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,1,1,3145,48
E54000030,NHS South East London Integrated Care Board,2020/21,4,1,0,2,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,1,0,496,11
E54000027,NHS North West London Integrated Care Board,2022/23,1,0,0,375952,20548
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,1,0,225,2
E54000027,NHS North West London Integrated Care Board,2022/23,3,0,0,210610,13670
E54000031,NHS South West London Integrated Care Board,2022/23,4,0,0,23547,1269
E54000030,NHS South East London Integrated Care Board,2021/22,4,0,1,110,2
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,4,1,1,164,1
E54000034,NHS Frimley Integrated Care Board,2019/20,1,0,1,50573,1548
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,5,1,1,1,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,0,0,5844,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,0,1,58437,3200
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,0,1,10508,447
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,0,1,902,20
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,5,1,0,4,0
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,4,1,0,2,0
E54000028,NHS North Central London Integrated Care Board,2023/24,3,0,0,176205,9939
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,4,0,1,16,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,0,0,8279,36
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,4,0,0,98,3
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,0,0,75335,2914
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,4,0,1,8238,395
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,4,0,1,75,4
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,1,1,2392,53
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,4,1,0,8,3
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,4,0,1,5230,79
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,0,1,82470,1709
E54000030,NHS South East London Integrated Care Board,2019/20,1,0,0,372704,12843
E54000030,NHS South East London Integrated Care Board,2023/24,4,0,0,1209,52
E54000041,NHS Dorset Integrated Care Board,2022/23,1,0,0,150786,5641
E54000041,NHS Dorset Integrated Care Board,2023/24,5,0,1,14,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,1,0,137,0
E54000037,NHS Devon Integrated Care Board,2022/23,3,1,0,69,1
E54000028,NHS North Central London Integrated Care Board,2022/23,5,0,1,282,8
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,1,0,597,8
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,1,0,163,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,3,1,0,235,3
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,1,1,4052,146
E54000034,NHS Frimley Integrated Care Board,2019/20,5,1,0,11,0
E54000038,NHS Somerset Integrated Care Board,2021/22,1,1,0,372,1
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,4,1,1,1,0
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,1,1,43,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,0,0,180609,6282
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,1,0,181,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,5,0,1,187,4
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,4,1,1,1,0
E54000038,NHS Somerset Integrated Care Board,2020/21,3,0,1,13028,164
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,1,1,1,3125,133
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,1,0,438,3
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,1,1,411,4
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,5,0,0,81,3
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,1,0,627,21
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,3,0,1,10655,143
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,1,1,1,1767,11
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,1,1,18,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,0,1,20765,2376
E54000038,NHS Somerset Integrated Care Board,2021/22,1,1,1,887,30
E54000028,NHS North Central London Integrated Care Board,2019/20,1,1,0,1066,8
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,4,0,1,14,1
E54000034,NHS Frimley Integrated Care Board,2019/20,1,1,1,2091,93
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,3,1,1,4,0
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,4,0,0,197,4
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,5,1,1,1,0
E54000030,NHS South East London Integrated Care Board,2023/24,3,1,0,490,4
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,5,1,0,2,0
E54000062,NHS Black Country Integrated Care Board,2023/24,5,1,1,1,0
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,4,0,1,1750,14
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,5,0,0,13,0
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,1,0,1,140664,8815
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,5,0,1,33,0
E54000062,NHS Black Country Integrated Care Board,2019/20,3,0,1,9471,169
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,3,1,0,37,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,5,0,1,4276,61
E54000064,NHS Sussex Integrated Care Board,2022/23,4,0,0,476,20
E54000030,NHS South East London Integrated Care Board,2023/24,5,1,1,4,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,0,1,78139,3697
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,4,0,1,39,2
E54000034,NHS Frimley Integrated Care Board,2020/21,1,1,1,2277,57
E54000029,NHS North East London Integrated Care Board,2023/24,1,1,1,5274,267
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,1,0,690,7
E54000031,NHS South West London Integrated Care Board,2022/23,1,0,1,110258,4547
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,1,1,3653,149
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,1,1,2464,124
E54000028,NHS North Central London Integrated Care Board,2021/22,3,1,1,355,7
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,5,0,0,21,0
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,1,1,249,3
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,4,0,0,19,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,0,1,102763,9806
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,0,1,3951,69
E54000027,NHS North West London Integrated Care Board,2020/21,4,1,1,2,0
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,5,0,1,14,1
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,4,0,0,327,13
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,3,0,0,75120,425
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,5,0,1,937,5
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,1,0,1676,14
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,1,1,180,3
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,0,0,427030,7120
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,1,1,1230,27
E54000029,NHS North East London Integrated Care Board,2019/20,3,0,1,29156,1513
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,1,1,3564,149
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,5,0,0,13,0
E54000038,NHS Somerset Integrated Care Board,2019/20,5,0,0,5,0
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,0,1,32328,1806
E54000031,NHS South West London Integrated Care Board,2022/23,1,0,0,356063,9814
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,4,0,1,47,1
E54000062,NHS Black Country Integrated Care Board,2022/23,1,1,0,804,11
E54000029,NHS North East London Integrated Care Board,2023/24,1,1,0,612,17
E54000029,NHS North East London Integrated Care Board,2021/22,4,0,0,673,17
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,3,1,1,14,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,4,0,1,46,0
